1,5429,5581,,person.couch.tie.bottle.vase,couch.tie.bottle.vase
1695,91669,91727,,hair.drier.person.spoon.bowl,hair.drier.spoon.bowl
1696,91728,91792,하정우,person.remote,remote
1697,91793,91828,,person,
1698,91829,91913,하정우,person,
1699,91914,91962,,person,
1700,91963,91995,하정우,person.remote,remote
1701,91996,92040,하정우,bottle.refrigerator.person,bottle.refrigerator
1702,92041,92076,,person,
1703,92077,92107,,vase.person.potted.plant.chair.couch.sink,vase.potted.plant.chair.couch.sink
1704,92108,92168,하정우,person.cell.phone,cell.phone
1705,92169,92245,하정우,person.sports.ball,sports.ball
1706,92246,92271,,person,
1707,92272,92297,,person,
1708,92298,92317,,cow,cow
1709,92318,92356,,person,
1710,92357,92385,,dog.cow,dog.cow
1711,92386,92416,,person,
1712,92417,92451,,person,
1713,92452,92491,,tv.person,tv
1714,92492,92516,,person.bus,bus
1715,92517,92550,,person.tv,tv
1716,92551,92582,,person.bus.car,bus.car
1717,92583,92677,,person,
1718,92678,92720,,person.cup.potted.plant.boat,cup.potted.plant.boat
1719,92721,92810,,person,
1720,92811,93000,,person,
1721,93001,93063,,person.remote,remote
1722,93064,93257,,person,
1723,93258,93345,하정우,person.refrigerator,refrigerator
1724,93346,93381,,person.clock,clock
1725,93382,93477,,person,
1726,93478,93558,하정우,person.keyboard,keyboard
1727,93559,93617,,person,
1728,93618,93765,하정우,person,
1729,93766,94187,하정우,person.car,car
1730,94188,94243,,person.baseball.bat,baseball.bat
1731,94244,94346,성동일,person.toothbrush,toothbrush
1732,94347,94421,,person,
1733,94422,94462,김지석,person,
1734,94463,94513,김동욱.김지석,person,
1735,94514,94576,성동일.김동욱.김지석,person.chair,chair
1736,94577,94663,성동일.김동욱.김지석,toothbrush.person.horse.bowl,toothbrush.horse.bowl
1737,94664,94793,김동욱.김지석,person,
1738,94794,94846,,person,
1739,94847,94908,김동욱.김지석,person,
1740,94909,94946,성동일,person.potted.plant,potted.plant
1741,94947,94991,성동일.김동욱.김지석,person.chair.handbag,chair.handbag
1742,94992,95050,,person.baseball.bat.sports.ball,baseball.bat.sports.ball
1743,95051,95137,,person.baseball.bat,baseball.bat
1744,95138,95205,,person.hair.drier,hair.drier
1745,95206,95250,,,
1746,95251,95298,,hair.drier.person,hair.drier
1747,95299,95347,,person,
1748,95348,95433,,person.cell.phone,cell.phone
1749,95434,95465,성동일,person,
1750,95466,95491,,person,
1751,95492,95526,김동욱.김지석,person.bird,bird
1752,95527,95577,,person,
1753,95578,95612,하정우,person.cow,cow
1754,95613,95653,성동일,person,
1755,95654,95695,김동욱.김지석,person,
1756,95696,95735,성동일.김동욱.김지석,person.chair.baseball.bat,chair.baseball.bat
1757,95736,95778,하정우,person,
1758,95779,95873,하정우,person.handbag,handbag
1759,95874,95940,,person.cell.phone,cell.phone
1760,95941,96005,하정우,handbag.person,handbag
1761,96006,96095,김동욱.김지석,person,
1762,96096,96138,성동일,person,
1763,96139,96193,성동일.김동욱.김지석,person.skis.chair.airplane,skis.chair.airplane
1764,96194,96256,하정우,person,
1765,96257,96385,김동욱.김지석,person,
1766,96386,96440,하정우,person.handbag,handbag
1767,96441,96558,하정우.성동일,person,
1768,96559,96656,하정우.김동욱.김지석,person,
1769,96657,96753,성동일,person,
1770,96754,96831,하정우.김동욱.김지석,person,
1771,96832,96896,성동일,person.backpack.tie,backpack.tie
1772,96897,96935,하정우.김지석,person,
1773,96936,96968,김동욱.김지석,person,
1774,96969,97031,하정우.김동욱.김지석,person.cell.phone,cell.phone
1775,97032,97106,하정우.성동일,person,
1776,97107,97141,김동욱.김지석,person,
1777,97142,97200,하정우.성동일,person,
1778,97201,97267,하정우,person,
1779,97268,97315,성동일,person,
1780,97316,97357,성동일,person.backpack.skateboard,backpack.skateboard
1781,97358,97403,김동욱.김지석,person,
1782,97404,97433,하정우.성동일,person.backpack.tie,backpack.tie
1783,97434,97500,김동욱.김지석,person,
1784,97501,97551,하정우,person,
1785,97552,97647,하정우.김동욱.김지석,person.baseball.glove,baseball.glove
1786,97648,97716,하정우.성동일,person,
1787,97717,97757,하정우.성동일.김동욱.김지석,person.chair.snowboard,chair.snowboard
1788,97758,97800,하정우.성동일,person.stop.sign,stop.sign
1789,97801,97827,하정우,person.scissors,scissors
1790,97828,97941,하정우.성동일.김동욱.김지석,person.skis.skateboard,skis.skateboard
1791,97942,97995,하정우,person,
1792,97996,98112,하정우.김동욱.김지석,person.bench,bench
1793,98113,98197,하정우,person,
1794,98198,98253,김동욱,person,
1795,98254,98277,김동욱,person,
1796,98278,98323,하정우,person,
1797,98324,98385,하정우,person,
1798,98386,98442,김동욱,person,
1799,98443,98487,하정우,person,
1800,98488,98507,김동욱,person,
1801,98508,98566,하정우.김동욱.김지석,person,
1802,98567,98605,하정우,person,
1803,98606,98657,김동욱,person.bench,bench
1804,98658,98708,김동욱,person,
1805,98709,98808,하정우,person,
1806,98809,98841,김동욱,person,
1807,98842,98887,하정우,person,
1808,98888,98982,김동욱,person,
1809,98983,98992,,person,
1810,98993,99008,김동욱,person,
1811,99009,99025,하정우,person,
1812,99026,99038,김동욱,person,
1813,99039,99052,하정우,person,
1814,99053,99061,김동욱,,
1815,99062,99077,하정우,person,
1816,99078,99083,김동욱,,
1817,99084,99091,김동욱,person,
1818,99092,99102,,,
1819,99103,99143,,person,
1820,99144,99181,하정우,person,
1821,99182,99211,,person,
1822,99212,99247,하정우,person,
1823,99248,99356,김동욱,bird.person,bird
1824,99357,99385,하정우,person,
1825,99386,99432,김동욱,person.chair,chair
1826,99433,99465,하정우,person,
1827,99466,99541,,person.chair,chair
1828,99542,99570,하정우,person,
1829,99571,99605,하정우,person,
1830,99606,99642,김동욱,person.chair,chair
1831,99643,99665,하정우,person,
1832,99666,99683,김동욱,person.chair,chair
1833,99684,99700,김동욱,person,
1834,99701,99716,하정우,person,
1835,99717,99746,,person.boat,boat
1836,99747,99765,,person,
1837,99766,99778,,person,
1838,99779,99803,,person.dog,dog
1839,99804,99832,하정우,person,
1840,99833,99865,,person.boat,boat
1841,99866,99886,,orange.person,orange
1842,99887,99903,,person,
1843,99904,99916,,person,
1844,99917,99953,,cow,cow
1845,99954,99996,,person.bird,bird
1846,99997,100040,,person.bird,bird
1847,100041,100080,,person,
1848,100081,100128,,,
1849,100129,100171,김동욱,person,
1850,100172,100231,하정우,person,
1851,100232,100376,,bird.person.dog,bird.dog
1852,100377,100427,하정우,person,
1853,100428,100468,김동욱,person,
1854,100469,100572,하정우,person,
1855,100573,100610,김동욱,person,
1856,100611,100706,하정우,person,
1857,100707,100752,김동욱,person,
1858,100753,100786,,person,
1859,100787,100885,김동욱,person,
1860,100886,100938,하정우,person,
1861,100939,101026,김동욱,person,
1862,101027,101156,하정우,person,
1863,101157,101276,김동욱,person,
1864,101277,101313,하정우,person,
1865,101314,101410,김동욱,person.tie,tie
1866,101411,101436,하정우,person,
1867,101437,101461,하정우,person,
1868,101462,101501,김동욱,person.tie,tie
1869,101502,101546,하정우,person,
1870,101547,101592,김동욱,person,
1871,101593,101631,하정우,person,
1872,101632,101670,김동욱,person,
1873,101671,101727,하정우,person,
1874,101728,101761,김동욱,person,
1875,101762,101905,하정우,person,
1876,101906,101938,김동욱,person,
1877,101939,102067,하정우,person,
1878,102068,102092,김동욱,person,
1879,102093,102128,하정우,person,
1880,102129,102183,김동욱,person,
1881,102184,102333,하정우,person,
1882,102334,102467,김동욱,person,
1883,102468,102503,하정우,person,
1884,102504,102530,김동욱,person.bird,bird
1885,102531,102597,하정우,person,
1886,102598,102767,,person.boat.surfboard,boat.surfboard
1887,102768,102852,김동욱,person,
1888,102853,102900,하정우,person,
1889,102901,102972,김동욱,person,
1890,102973,102995,하정우,person,
1891,102996,103016,김동욱,person,
1892,103017,103083,,person,
1893,103084,103228,하정우,person,
1894,103229,103412,김동욱,person.train,train
1895,103413,103473,,person,
1896,103474,103528,김동욱,person,
1897,103529,103555,김동욱,person.train,train
1898,103556,103677,김동욱,person,
1899,103678,103690,,person,
1900,103691,103713,김동욱,person,
1901,103714,103768,김동욱,person,
1902,103769,103830,,person,
1903,103831,103851,김동욱,person,
1904,103852,103995,김동욱,person,
1905,103996,104091,김동욱,person.train.bottle.cup,train.bottle.cup
1906,104092,104143,김동욱,person,
1907,104144,104187,,person,
1908,104188,104217,김동욱,person,
1909,104218,104253,,person,
1910,104254,104313,김동욱,person,
1911,104314,104380,,person,
1912,104381,104472,김동욱,person,
1913,104473,104551,,person,
1914,104552,104587,김동욱,person,
1915,104588,104666,김동욱,person.train,train
1916,104667,104716,김동욱,person.cell.phone,cell.phone
1917,104717,104798,김동욱,person,
1918,104799,104843,김동욱,person,
1919,104844,104891,,person.tie,tie
1920,104892,104963,김동욱,person,
1921,104964,105022,,person.tie,tie
1922,105023,105073,김동욱,person,
1923,105074,105205,,person,
1924,105206,105257,김동욱,person,
1925,105258,105366,김동욱,person,
1926,105367,105448,김동욱,person,
1927,105449,105570,김동욱,person,
1928,105571,105735,김동욱,person,
1929,105736,105800,김동욱,person,
1930,105801,105863,,person,
1931,105864,105905,김동욱,person,
1932,105906,106027,,person,
1933,106028,106068,김동욱,person,
1934,106069,106101,김동욱,person,
1935,106102,106120,김동욱,person,
1936,106121,106155,,person,
1937,106156,106202,,person,
1938,106203,106226,김동욱,person,
1939,106227,106257,,person,
1940,106258,106286,김동욱,person,
1941,106287,106416,,person,
1942,106417,106448,김동욱,person,
1943,106449,106543,,person,
1944,106544,106571,김동욱,person,
1945,106572,106636,,person,
1946,106637,106673,김동욱,person,
1947,106674,106706,,person,
1948,106707,106741,김동욱,person,
1949,106742,106788,,person,
1950,106789,106832,김동욱,person,
1951,106833,106911,,person,
1952,106912,106947,김동욱,person,
1953,106948,106991,,person,
1954,106992,107006,김동욱,person,
1955,107007,107032,김동욱,person,
1956,107033,107047,,person,
1957,107048,107066,김동욱,person,
1958,107067,107087,김동욱,person,
1959,107088,107125,김동욱,person,
1960,107126,107166,,person,
1961,107167,107193,김동욱,person,
1962,107194,107238,김동욱,person,
1963,107239,107318,,person,
1964,107319,107352,김동욱,person,
1965,107353,107433,,person,
1966,107434,107477,김동욱,person,
1967,107478,107613,,person,
1968,107614,107655,김동욱,person,
1969,107656,107740,,person,
1970,107741,107908,김동욱,person,
1971,107909,107980,김동욱,person.surfboard,surfboard
1972,107981,108128,하정우,person.bird,bird
1973,108129,108227,하정우.김지석,person.chair.surfboard.bird,chair.surfboard.bird
1974,108228,108315,,person,
1975,108316,108461,하정우,person,
1976,108462,108543,하정우,person.bench,bench
1977,108544,108602,김동욱,person,
1978,108603,108685,,person.laptop,laptop
1979,108686,108728,,person.tie.donut.baseball.bat.cup,tie.donut.baseball.bat.cup
1980,108729,108775,,person.frisbee.umbrella,frisbee.umbrella
1981,108776,108812,,person.motorcycle,motorcycle
1982,108813,108853,,person.toothbrush,toothbrush
1983,108854,108890,,person.tie,tie
1984,108891,108913,,person,
1985,108914,108937,,person,
1986,108938,108982,,person.chair.teddy.bear,chair.teddy.bear
1987,108983,109017,,person,
1988,109018,109052,,person,
1989,109053,109137,,person.bus,bus
1990,109138,109397,성동일,person.tie.chair,tie.chair
1991,109398,109537,성동일,person.tie,tie
1992,109538,109635,성동일,person.tie.bus,tie.bus
1993,109636,109672,성동일,person.tie,tie
1994,109673,109707,,person.tie,tie
1995,109708,109752,성동일,person.tie,tie
1996,109753,109821,성동일,person.tie,tie
1997,109822,110340,성동일,person.truck.boat.tie.umbrella,truck.boat.tie.umbrella
1998,110341,110388,성동일,person.bus,bus
1999,110389,110440,,person.tie.handbag.boat,tie.handbag.boat
2000,110441,110471,성동일,person.chair.bus,chair.bus
2001,110472,110508,,person.backpack.tie,backpack.tie
2002,110509,110567,성동일,person.bus.chair,bus.chair
2003,110568,110946,성동일,person.tie.backpack.chair.bench,tie.backpack.chair.bench
2004,110947,111052,,person.chair.tv,chair.tv
2005,111053,111098,,person.tie.chair,tie.chair
2006,111099,111170,하정우,person.tie,tie
2007,111171,111246,,person.umbrella,umbrella
2008,111247,111302,,person.tie.sports.ball,tie.sports.ball
2009,111303,111361,성동일.김지석,person,
2010,111362,111397,하정우.성동일.김지석,person.truck,truck
2011,111398,111451,김동욱,person.bowl,bowl
2012,111452,111545,,person,
2013,111546,111630,,person.truck,truck
2014,111631,111701,성동일,person,
2015,111702,111821,,person.chair,chair
2016,111822,111878,하정우.김동욱.김지석,person.book,book
2017,111879,111938,김동욱.김지석,person,
2018,111939,111983,하정우.김동욱.김지석,person,
2019,111984,112020,김동욱.김지석,person,
2020,112021,112078,김동욱.김지석,person,
2021,112079,112106,하정우.김동욱.김지석,person,
2022,112107,112165,하정우.김동욱.김지석,person,
2023,112166,112198,하정우,person.tie,tie
2024,112199,112226,김동욱.김지석,person,
2025,112227,112283,하정우.김동욱.김지석,person.bench,bench
2026,112284,112342,하정우.김동욱.김지석,person,
2027,112343,112360,,person,
2028,112361,112382,,,
2029,112383,112406,,person,
2030,112407,112465,김동욱.김지석,person,
2031,112466,112527,,person,
2032,112528,112581,하정우,person,
2033,112582,112637,,boat,boat
2034,112638,112681,하정우,person,
2035,112682,112717,김동욱.김지석,person,
2036,112718,112757,하정우,person,
2037,112758,112818,하정우,person,
2038,112819,112906,,boat,boat
2039,112907,112940,하정우,person,
2040,112941,112975,,person,
2041,112976,113006,하정우,person.boat,boat
2042,113007,113057,김동욱.김지석,person.train,train
2043,113058,113136,하정우,person.skis,skis
2044,113137,113176,김동욱.김지석,person.mouse.baseball.bat,mouse.baseball.bat
2045,113177,113220,하정우,person,
2046,113221,113252,김동욱.김지석,person,
2047,113253,113311,하정우.김동욱.김지석,person,
2048,113312,113362,,,
2049,113363,113460,,person.cell.phone.bottle,cell.phone.bottle
2050,113461,113680,성동일,person.kite.umbrella.airplane,kite.umbrella.airplane
2051,113681,113760,하정우.김동욱.김지석,person.bottle.bench,bottle.bench
2052,113761,113831,김동욱.김지석,person,
2053,113832,113873,하정우,person.baseball.bat,baseball.bat
2054,113874,113908,김동욱.김지석,person,
2055,113909,114001,하정우,person,
2056,114002,114035,하정우.김동욱.김지석,person.bench,bench
2057,114036,114057,김동욱.김지석,person,
2058,114058,114070,하정우,person.tie,tie
2059,114071,114096,김지석,person,
2060,114097,114141,김지석,person.hair.drier,hair.drier
2061,114142,114241,김지석,person,
2062,114242,114318,,person.train.boat.bed,train.boat.bed
2063,114319,114402,김지석,person,
2064,114403,114458,하정우.김동욱,person,
2065,114459,114522,김지석,person,
2066,114523,114567,,boat,boat
2067,114568,114680,김지석,person,
2068,114681,114715,김지석,person.boat,boat
2069,114716,114758,김동욱,person.boat,boat
2070,114759,114780,김지석,person,
2071,114781,114817,김동욱,person.boat,boat
2072,114818,114833,김지석,person,
2073,114834,114856,성동일,person,
2074,114857,114877,하정우,person,
2075,114878,114900,김지석,person,
2076,114901,114907,김동욱,,
2077,114908,114931,김지석,person.hair.drier,hair.drier
2078,114932,114953,김지석,person,
2079,114954,114970,,person.cell.phone,cell.phone
2080,114971,114998,,person.umbrella,umbrella
2081,114999,115031,,person.skis,skis
2082,115032,115048,김동욱,person,
2083,115049,115077,하정우,person,
2084,115078,115107,,person.skis.tie,skis.tie
2085,115108,115135,,boat.car,boat.car
2086,115136,115176,,person.train,train
2087,115177,115193,김지석,person,
2088,115194,115223,,fork.person.boat.cat,fork.boat.cat
2089,115224,115266,,person.skis.bird.umbrella,skis.bird.umbrella
2090,115267,115323,,person.sports.ball.skis,sports.ball.skis
2091,115324,115351,성동일,person,
2092,115352,115397,하정우,person,
2093,115398,115467,,person.skis.surfboard,skis.surfboard
